page,node_id,path,characters,font_family,font_weight,font_size,color
🔵 UI_Phase 1,I3139:5663;2448:6770,Contact/Contact/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:5663;64:1264,Contact/Contact/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập nội dung muốn yêu cầu,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I3139:5663;64:1267,Contact/Contact/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:10420;80:1530,Contact/Contact/Section 1/Frame 2147224779/Contact/Submit Container/Checkbox + Text/Placeholder,"Tôi đồng ý nhận thông tin về sản phẩm, dịch vụ và các cơ hội hợp tác từ chúng tôi.",Inter,400,14.0,#131927
🔵 UI_Phase 1,I3139:10421;34:1258,Contact/Contact/Section 1/Frame 2147224779/Contact/Submit Container/Button/Text/Button,Gửi,Inter,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:9850,Contact/Contact/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:9855;2445:2775,Contact/Contact/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:9856;2445:2775,Contact/Contact/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:9857;2445:2775,Contact/Contact/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:9858;2531:6497,Contact/Contact/Footer Desk/Frame 2087326389/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2675:12645,Contact/Contact/Footer Desk/Frame 2087326389/Frame 93/Liên hệ,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2675:12655,"Contact/Contact/Footer Desk/Frame 2087326389/Frame 93/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:9873,Contact/Contact/Footer Desk/Frame 1527/© Wiinvent 2026,© Wiinvent 2026,Manrope,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2849:4356;2531:10025;2445:2487,Contact/Contact/Footer Desk/Frame 1527/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:5992;2445:2787;2445:2775,Contact/Contact_Succes/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2675:5992;2445:2794;2445:2775,Contact/Contact_Succes/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2675:5992;2445:2801;2445:2775,Contact/Contact_Succes/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2675:5992;2531:6521;2531:6497,Contact/Contact_Succes/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:5992;3139:11474;3139:11623;107:1496,Contact/Contact_Succes/Frame 2147224759/Frame 2147224758/List (Left Item)/Left Content/Avatar/A,V,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:5992;3139:11474;3139:11619,Contact/Contact_Succes/Frame 2147224759/Frame 2147224758/List (Left Item)/Left Content/Title,Ngôn ngữ,Inter,600,14.0,#131927
🔵 UI_Phase 1,I2675:5994;2448:7970,Contact/Contact_Succes/Container/Heading Display/Sample text,LIÊN HỆ & HỖ TRỢ,Bai Jamjuree,600,48.0,#FFFFFF
🔵 UI_Phase 1,2675:5997,Contact/Contact_Succes/Section 1/Company Name,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Bai Jamjuree,600,32.0,#153C88
🔵 UI_Phase 1,2675:6000,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Immediate Contact,Liên hệ ngay,Bai Jamjuree,600,32.0,#17A5FE
🔵 UI_Phase 1,I2675:6002;64:1260,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Họ & tên,Inter,500,16.0,#131927
🔵 UI_Phase 1,I2675:6002;2448:6770,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I2675:6002;64:1264,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập họ & tên của bạn,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I2675:6002;64:1267,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:6003;64:1260,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Số điện thoại,Inter,500,16.0,#131927
🔵 UI_Phase 1,I2675:6003;2448:6770,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I2675:6003;64:1264,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập số điện thoại của bạn,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I2675:6003;64:1267,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:6004;64:1260,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Tên doanh nghiệp,Inter,500,16.0,#131927
🔵 UI_Phase 1,I2675:6004;2448:6770,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I2675:6004;64:1264,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập tên doanh nghiệp,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I2675:6004;64:1267,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:6005;64:1260,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Website doanh nghiệp,Inter,500,16.0,#131927
🔵 UI_Phase 1,I2675:6005;2448:6770,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I2675:6005;64:1264,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập website của bạn,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I2675:6005;64:1267,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:6006;64:1260,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Nhu cầu của bạn,Inter,500,16.0,#131927
🔵 UI_Phase 1,I2675:6006;2448:6770,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I2675:6006;64:1264,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập nội dung muốn yêu cầu,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I2675:6006;64:1267,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I2675:6008;34:1258,Contact/Contact_Succes/Section 1/Frame 2147224779/Contact/Submit Container/Button/Text/Button,Gửi,Inter,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9822,Contact/Contact_Succes/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9826;2445:2775,Contact/Contact_Succes/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9827;2445:2775,Contact/Contact_Succes/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9828;2445:2775,Contact/Contact_Succes/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9829;2531:6497,Contact/Contact_Succes/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9831,Contact/Contact_Succes/Footer Desk/Frame 5/Frame 5/Frame 90/Liên hệ,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:9841,"Contact/Contact_Succes/Footer Desk/Frame 5/Frame 5/Frame 90/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:10058,Contact/Contact_Succes/Footer Desk/Frame 1527/© Wiinvent 2026,© Wiinvent 2026,Manrope,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:6010;2531:10059;2445:2487,Contact/Contact_Succes/Footer Desk/Frame 1527/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,I2675:6163;2448:4148,Contact/Contact_Succes/Notification Card/Frame 2087326515/Cảm ơn Quý khách,Cảm ơn Quý khách ,Bai Jamjuree,600,28.0,#FFFFFF
🔵 UI_Phase 1,I2675:6163;2448:4150,Contact/Contact_Succes/Notification Card/Frame 2087326514/Cảm ơn Quý khách đã quan tâm và để lại lời nhắn tại mục liên hệ của Wiinvent. Yêu cầu của Quý khách đã được chuyển đến bộ phận chuyên trách. Chúng tôi sẽ nghiên cứu thông tin và phản hồi lại Quý khách trong thời gian sớm nhất.,Cảm ơn Quý khách đã quan tâm và để lại lời nhắn tại mục liên hệ của Wiinvent.\nYêu cầu của Quý khách đã được chuyển đến bộ phận chuyên trách.\n Chúng tôi sẽ nghiên cứu thông tin và phản hồi lại Quý khách trong thời gian sớm nhất.,Inter,500,16.0,#6D717F
🔵 UI_Phase 1,I2675:6163;2448:4151,"Contact/Contact_Succes/Notification Card/Frame 2087326514/Chúc Quý khách một ngày tốt lành! Trân trọng, Ban quản trị Wiinvent.","Chúc Quý khách một ngày tốt lành!\nTrân trọng, Ban quản trị Wiinvent.",Bai Jamjuree,600,18.0,#3057B6
🔵 UI_Phase 1,I2985:8080;2445:2787;2445:2775,Contact/Contact_Eror_Desk/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2985:8080;2445:2794;2445:2775,Contact/Contact_Eror_Desk/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2985:8080;2445:2801;2445:2775,Contact/Contact_Eror_Desk/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,16.0,#131927
🔵 UI_Phase 1,I2985:8080;2531:6521;2531:6497,Contact/Contact_Eror_Desk/Frame 2147224759/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2985:8080;3139:11474;3139:11623;107:1496,Contact/Contact_Eror_Desk/Frame 2147224759/Frame 2147224758/List (Left Item)/Left Content/Avatar/A,V,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2985:8080;3139:11474;3139:11619,Contact/Contact_Eror_Desk/Frame 2147224759/Frame 2147224758/List (Left Item)/Left Content/Title,Ngôn ngữ,Inter,600,14.0,#131927
🔵 UI_Phase 1,I2985:8082;2448:7970,Contact/Contact_Eror_Desk/Container/Heading Display/Sample text,LIÊN HỆ & HỖ TRỢ,Bai Jamjuree,600,48.0,#FFFFFF
🔵 UI_Phase 1,2985:8085,Contact/Contact_Eror_Desk/Section 1/Company Name,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Bai Jamjuree,600,32.0,#153C88
🔵 UI_Phase 1,3139:10598,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Immediate Contact,Liên hệ ngay,Bai Jamjuree,600,32.0,#17A5FE
🔵 UI_Phase 1,I3139:10600;2448:6992,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Họ & tên,Inter,500,16.0,#131927
🔵 UI_Phase 1,I3139:10600;2448:6993,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:10600;64:1344,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập họ & tên của bạn,Inter,400,16.0,#131927
🔵 UI_Phase 1,I3139:10600;64:1347,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Error Text,Vui lòng nhập họ tên,Inter,400,14.0,#EE443F
🔵 UI_Phase 1,I3139:10601;64:1260,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Số điện thoại,Inter,500,16.0,#131927
🔵 UI_Phase 1,I3139:10601;2448:6770,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:10601;64:1264,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập số điện thoại của bạn,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I3139:10601;64:1267,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:10602;64:1260,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Email công ty,Inter,500,16.0,#131927
🔵 UI_Phase 1,I3139:10602;2448:6770,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:10602;64:1264,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập số điện thoại của bạn,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I3139:10602;64:1267,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:10603;64:1260,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Tên doanh nghiệp,Inter,500,16.0,#131927
🔵 UI_Phase 1,I3139:10603;2448:6770,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:10603;64:1264,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập tên doanh nghiệp,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I3139:10603;64:1267,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:10604;64:1260,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Website doanh nghiệp,Inter,500,16.0,#131927
🔵 UI_Phase 1,I3139:10604;2448:6770,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:10604;64:1264,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập website của bạn,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I3139:10604;64:1267,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:10605;64:1260,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/Label/Label,Nhu cầu của bạn,Inter,500,16.0,#131927
🔵 UI_Phase 1,I3139:10605;2448:6770,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Label/Frame 2147224761/*,*,Inter,500,16.0,#EE443F
🔵 UI_Phase 1,I3139:10605;64:1264,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Input/Left Content/Placeholder,Nhập nội dung muốn yêu cầu,Inter,400,16.0,#9EA2AE
🔵 UI_Phase 1,I3139:10605;64:1267,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Form Fields Container/Input/Helper Text/Helper Text,Helper Text,Inter,400,14.0,#9EA2AE
🔵 UI_Phase 1,I3139:10607;80:1530,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Submit Container/Checkbox + Text/Placeholder,"Tôi đồng ý nhận thông tin về sản phẩm, dịch vụ và các cơ hội hợp tác từ chúng tôi.",Inter,400,14.0,#131927
🔵 UI_Phase 1,I3139:10608;34:1258,Contact/Contact_Eror_Desk/Section 1/Frame 2147224779/Contact/Submit Container/Button/Text/Button,Gửi,Inter,600,14.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9822,Contact/Contact_Eror_Desk/Footer Desk/Frame 2087326388/Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Công ty TNHH Một thành viên Công nghệ và Thương mại Wiinvent,Inter,400,16.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9826;2445:2775,Contact/Contact_Eror_Desk/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,SDK,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9827;2445:2775,Contact/Contact_Eror_Desk/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Demo,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9828;2445:2775,Contact/Contact_Eror_Desk/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9829;2531:6497,Contact/Contact_Eror_Desk/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading/Button,Đăng ký Demo,Bai Jamjuree,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9831,Contact/Contact_Eror_Desk/Footer Desk/Frame 5/Frame 5/Frame 90/Liên hệ,Liên hệ,Bai Jamjuree,600,18.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:9841,"Contact/Contact_Eror_Desk/Footer Desk/Frame 5/Frame 5/Frame 90/Frame 1410103937/Frame 34/96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội","96 Hoàng Ngân, Yên Hoà, Cầu Giấy - Hà Nội",Inter,400,14.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:10058,Contact/Contact_Eror_Desk/Footer Desk/Frame 1527/© Wiinvent 2026,© Wiinvent 2026,Manrope,600,16.0,#FFFFFF
🔵 UI_Phase 1,I2985:8098;2531:10059;2445:2487,Contact/Contact_Eror_Desk/Footer Desk/Frame 1527/Back Button/Symbol,,Font Awesome 5 Free,900,16.0,#FFFFFF
🔵 UI_Phase 1,2448:4129,Contact/Popup/Big,Big,Bai Jamjuree,600,16.0,#FFAA00
🔵 UI_Phase 1,2448:4130,Contact/Popup/Small,Small,Bai Jamjuree,600,16.0,#FFAA00
🔵 UI_Phase 1,2448:4135,Contact/Popup/Card thông báo co giãn theo tỷ lệ với Landing Page,Card thông báo co giãn theo tỷ lệ với Landing Page,Bai Jamjuree,600,16.0,#FFAA00
🔵 UI_Phase 1,2448:4148,"Contact/Popup/Notification Card/Size=Big, State=Success/Frame 2087326515/Cảm ơn Quý khách",Cảm ơn Quý khách ,Bai Jamjuree,600,28.0,#FFFFFF
🔵 UI_Phase 1,2448:4150,"Contact/Popup/Notification Card/Size=Big, State=Success/Frame 2087326514/Cảm ơn Quý khách đã quan tâm và để lại lời nhắn tại mục liên hệ của Wiinvent. Yêu cầu của Quý khách đã được chuyển đến bộ phận chuyên trách. Chúng tôi sẽ nghiên cứu thông tin và phản hồi lại Quý khách trong thời gian sớm nhất.",Cảm ơn Quý khách đã quan tâm và để lại lời nhắn tại mục liên hệ của Wiinvent.\nYêu cầu của Quý khách đã được chuyển đến bộ phận chuyên trách.\n Chúng tôi sẽ nghiên cứu thông tin và phản hồi lại Quý khách trong thời gian sớm nhất.,Inter,500,16.0,#6D717F
🔵 UI_Phase 1,2448:4151,"Contact/Popup/Notification Card/Size=Big, State=Success/Frame 2087326514/Chúc Quý khách một ngày tốt lành! Trân trọng, Ban quản trị Wiinvent.","Chúc Quý khách một ngày tốt lành!\nTrân trọng, Ban quản trị Wiinvent.",Bai Jamjuree,600,18.0,#3057B6
