page,node_id,node_name,path,trigger,action,destination_id,navigation,transition_type,duration_ms,easing,direction,variable_id,variable_expr
🔵 UI_Phase 1,I2675:13397;2445:2787,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2445:2787,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2445:2794,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2445:2794,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2445:2801,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2445:2801,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2531:6521,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13397;2531:6521,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Frame 2147224759/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2865:9195,Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224834/Pride/Button,(legacy),NAVIGATE,2633:2693,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2865:9195,Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224834/Pride/Button,ON_CLICK,NODE,2633:2693,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:7026,Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224834/Pride/Button,(legacy),NAVIGATE,36:781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:7026,Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224834/Pride/Button,ON_HOVER,NODE,36:781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:7026,Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224834/Pride/Button,ON_CLICK,NODE,2448:7642,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:6165,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,(legacy),NAVIGATE,2769:6061,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:6165,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6061,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2769:6165;2769:6033,Device Icon,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2769:6165;2769:6033,Device Icon,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:6166,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,(legacy),NAVIGATE,2769:6026,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:6166,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6026,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:6166,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6612,NAVIGATE,SMART_ANIMATE,300.0,LINEAR,,,
🔵 UI_Phase 1,I2769:6166;2769:6048,Device Icon,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,ON_CLICK,,,,,,,,,
🔵 UI_Phase 1,2769:6167,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,(legacy),NAVIGATE,2769:6026,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2769:6167,Device Button,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6026,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2769:6167;2769:6048,Device Icon,SKU - Mobile/SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,ON_CLICK,,,,,,,,,
🔵 UI_Phase 1,3139:8625,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8625,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8625,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_CLICK,NODE,2856:8352,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8625;2675:6468,Component 12,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Component 12,(legacy),NAVIGATE,2675:6348,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8625;2675:6468,Component 12,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Component 12,ON_HOVER,NODE,2675:6348,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8626,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8626,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8626;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6355,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8626;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6355,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8627,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8627,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8627;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6366,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8627;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6366,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8628,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8628,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8628;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6380,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8628;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6380,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8629,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8629,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8629;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6390,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8629;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6390,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8630,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8630,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8630;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6400,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8630;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6400,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8631,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8631,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8631;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6428,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8631;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6428,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8632,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8632,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8632;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6444,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8632;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6444,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8633,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:8633,Card SKU,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8633;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,(legacy),NAVIGATE,2675:6412,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:8633;2675:6468,Format,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224799/Card SKU/Format,ON_HOVER,NODE,2675:6412,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2933:9359,Badge & Chip,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip,(legacy),NAVIGATE,2675:7812,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2933:9359,Badge & Chip,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip,ON_CLICK,NODE,2675:7812,NAVIGATE,,,,,,
🔵 UI_Phase 1,I2933:9359;2675:6832,nav-arrow,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224797/Frame 2147224795/Frame 2147224798/Badge & Chip/nav-arrow,ON_CLICK,NODE,,CHANGE_TO,,,,,,
🔵 UI_Phase 1,2933:9362,Component 11,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224797/Frame 2147224795/Component 11,(legacy),NAVIGATE,2633:5704,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2933:9362,Component 11,SKU - Mobile/SKU - Mobile/Section 4/Frame 2147224797/Frame 2147224795/Component 11,ON_HOVER,NODE,2633:5704,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9826,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9826,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9827,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9827,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9828,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2445:2781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9828,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2445:2781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9829,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,(legacy),NAVIGATE,2531:6498,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:9829,Button of Nav Heading,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 5/Frame 5/Frame 92/Frame 2147224758/Button of Nav Heading,ON_HOVER,NODE,2531:6498,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2675:13443;2531:10059,Back Button,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 1527/Back Button,(legacy),NAVIGATE,2445:2488,,,100.0,LINEAR,,,
🔵 UI_Phase 1,I2675:13443;2531:10059,Back Button,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 1527/Back Button,ON_HOVER,NODE,2445:2488,CHANGE_TO,SMART_ANIMATE,100.0,LINEAR,,,
🔵 UI_Phase 1,I2675:13443;2531:10059,Back Button,SKU - Mobile/SKU - Mobile/Footer Desk/Frame 1527/Back Button,ON_CLICK,NODE,2675:13397,SCROLL_TO,SCROLL_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2821:7284,Device Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,(legacy),NAVIGATE,2769:6063,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2821:7284,Device Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6063,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2821:7284;2769:6039,Device Icon,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,(legacy),NAVIGATE,2769:5946,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2821:7284;2769:6039,Device Icon,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,ON_HOVER,NODE,2769:5946,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2821:7285,Device Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,(legacy),NAVIGATE,2769:6028,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2821:7285,Device Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6028,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2821:7285;2769:6054,Device Icon,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,ON_CLICK,,,,,,,,,
🔵 UI_Phase 1,2821:7286,Device Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,(legacy),NAVIGATE,2769:6028,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2821:7286,Device Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button,ON_CLICK,NODE,2769:6028,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I2821:7286;2769:6054,Device Icon,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224833/segmented-control/Device Button/Device Icon,ON_CLICK,,,,,,,,,
🔵 UI_Phase 1,2995:10348,Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224836/Button,(legacy),NAVIGATE,2811:6782,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2995:10348,Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224836/Button,ON_CLICK,NODE,2811:6782,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2995:10360,Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224836/Button,(legacy),NAVIGATE,36:781,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2995:10360,Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224836/Button,ON_HOVER,NODE,36:781,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,2995:10360,Button,SKU - Mobile/Mb_SKU - Mobile/Frame 2147224830/Frame 2147224836/Button,ON_CLICK,NODE,2753:5405,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9964,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9964,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9964,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_CLICK,NODE,2856:8352,NAVIGATE,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9964;2675:6468,Component 12,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Component 12,(legacy),NAVIGATE,2675:6348,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9964;2675:6468,Component 12,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Component 12,ON_HOVER,NODE,2675:6348,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9965,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9965,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9965;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,(legacy),NAVIGATE,2675:6355,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9965;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,ON_HOVER,NODE,2675:6355,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9966,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9966,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9966;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,(legacy),NAVIGATE,2675:6366,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9966;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,ON_HOVER,NODE,2675:6366,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9967,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9967,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9967;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,(legacy),NAVIGATE,2675:6380,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9967;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,ON_HOVER,NODE,2675:6380,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9968,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9968,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9968;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,(legacy),NAVIGATE,2675:6390,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9968;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,ON_HOVER,NODE,2675:6390,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9969,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9969,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9969;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,(legacy),NAVIGATE,2675:6400,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,I3139:9969;2675:6468,Format,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU/Format,ON_HOVER,NODE,2675:6400,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9970,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,(legacy),NAVIGATE,2675:6204,,,300.0,EASE_OUT,,,
🔵 UI_Phase 1,3139:9970,Card SKU,SKU - Mobile/Mb_SKU - Mobile/Section 3/Frame 2147224798/Card SKU,ON_HOVER,NODE,2675:6204,CHANGE_TO,SMART_ANIMATE,300.0,EASE_OUT,,,
